pl_name,hostname,disc_year,discoverymethod,pl_orbper,sy_dist,pl_rade,pl_eqt,ra,dec
Kepler-4 b,Kepler-4,2009,Transit,3.213668628,487.916,4.076,,285.6154492,50.1357712
WASP-123 b,WASP-123,2016,Transit,2.9776412,197.996,14.773462,1520.0,289.4792124,-32.8601244
Kepler-1929 b,Kepler-1929,2021,Transit,59.3627199,508.201,6.06,876.0,299.5833362,47.4481244
Kepler-1830 b,Kepler-1830,2021,Transit,56.4932269,1056.88,2.13,530.0,295.1390408,40.9790527
Kepler-670 b,Kepler-670,2016,Transit,2.816504852,939.744,12.82,1253.0,297.0154644,49.2252988
HD 207832 b,HD 207832,2012,Radial Velocity,160.07,58.9291,,,328.1517893,-26.0271749
Kepler-600 b,Kepler-600,2016,Transit,23.67520728,619.723,,,283.8330588,41.9786358
Kepler-934 b,Kepler-934,2016,Transit,55.6738309,608.738,2.53,420.0,290.2884494,43.7552623
KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,2021,Microlensing,,3860.0,,,270.3717083,-28.7771389
Kepler-1094 b,Kepler-1094,2016,Transit,78.1000231,1291.01,2.65,447.0,292.3012109,38.2669983
TOI-700 e,TOI-700,2023,Transit,27.80968975735,31.1265,0.94918578,272.9,97.0957165,-65.5786149
Kepler-633 b,Kepler-633,2016,Transit,8.50341306,680.54,,,295.2173259,40.5921599
Kepler-341 b,Kepler-341,2014,Transit,5.1956170115,1047.03,,,289.8615609,43.4727412
Kepler-379 c,Kepler-379,2014,Transit,62.7849301015,731.274,,,295.7010981,38.9458209
Kepler-290 b,Kepler-290,2014,Transit,14.58932462,694.627,2.18,596.0,286.4100307,42.6815137
Kepler-1199 b,Kepler-1199,2016,Transit,15.0447198,563.493,1.08,791.0,293.7258092,47.2469219
Kepler-1748 b,Kepler-1748,2021,Transit,5.82349237,1083.28,2.71,955.0,285.967897,45.7390789
Kepler-656 b,Kepler-656,2016,Transit,1.260259094,890.352,3.232,,288.3278778,47.381538
TOI-1136 g,TOI-1136,2022,Transit,39.545,84.5362,,574.0,192.1848981,64.8552755
Kepler-565 b,Kepler-565,2016,Transit,4.243747226,,3.22,1061.0,283.6180825,47.1967793
Kepler-905 b,Kepler-905,2016,Transit,5.082746517,529.268,1.47,960.0,290.0511468,46.7134077
Kepler-1793 b,Kepler-1793,2021,Transit,8.77998204,1189.88,,,291.9129477,40.9539265
Kepler-15 b,Kepler-15,2011,Transit,4.942783419,739.412,10.62,1008.0,296.2005506,49.1400304
Kepler-222 c,Kepler-222,2014,Transit,10.08881066,758.854,4.71,734.0,287.9060885,46.9377479
Kepler-1611 b,Kepler-1611,2016,Transit,5.1762429,908.444,0.66,887.0,296.5120204,49.7277506
HATS-69 b,HATS-69,2018,Transit,2.22505138138,414.537,10.09261891,1188.0,289.2974275,-60.8917599
Kepler-864 c,Kepler-864,2023,Transit,2.421489954,2022.9,1.76699996,,285.0570943,46.3206074
Kepler-1951 b,Kepler-1951,2021,Transit,20.6577602,1277.32,0.88,624.0,290.4999139,40.2877161
CoRoT-3 b,CoRoT-3,2008,Transit,,768.771,,,292.0552827,0.1218359
Kepler-42 b,Kepler-42,2011,Transit,1.21377042,40.0595,,,292.2196,44.6173667
Kepler-554 b,Kepler-554,2016,Transit,1.902208556,690.525,4.555,,296.4068982,51.3581938
Kepler-1248 b,Kepler-1248,2016,Transit,7.46728,593.026,1.02,962.0,288.0592191,51.3544564
Kepler-425 b,Kepler-425,2014,Transit,3.797018259,646.647,10.07,982.0,290.3579781,40.5676965
Kepler-1300 b,Kepler-1300,2016,Transit,22.2419092,777.025,1.06,798.0,289.0330532,40.0869182
Kepler-916 b,Kepler-916,2016,Transit,32.296480188,830.712,,,290.9833818,45.9733334
WASP-8 b,WASP-8,2010,Transit,8.1587289,89.9606,,,359.9008737,-35.0313349
Kepler-257 c,Kepler-257,2014,Transit,6.5814785507,780.256,,,297.3159994,46.0232642
Kepler-1191 b,Kepler-1191,2016,Transit,5.60013327,955.536,1.73,952.0,291.6577923,48.0092619
K2-188 b,K2-188,2018,Transit,1.742169,446.821,1.35,1692.0,129.8137008,23.3574367
Kepler-930 b,Kepler-930,2016,Transit,71.45097453,848.396,,,298.3144494,42.2473698
Kepler-362 b,Kepler-362,2014,Transit,,1090.51,1.741,,291.771603,47.5299192
Kepler-1564 b,Kepler-1564,2016,Transit,18.0541469,908.805,1.51,635.0,290.5861316,46.6427486
Kepler-1502 b,Kepler-1502,2016,Transit,41.7083629,1514.02,2.11,613.0,296.1079271,39.3199201
Kepler-1671 b,Kepler-1671,2020,Transit,4.16787814,357.059,1.07,962.0,291.7484295,39.4467817
Kepler-528 b,Kepler-528,2016,Transit,19.78297415,784.23,1.82,675.0,295.6848595,47.7480914
Kepler-1444 b,Kepler-1444,2016,Transit,33.42035034,319.675,1.84,542.0,285.3306799,42.0405016
Kepler-374 d,Kepler-374,2014,Transit,5.02818614,1265.61,1.29,1063.0,294.1378921,42.3704075
Kepler-334 c,Kepler-334,2014,Transit,12.75802811,426.59,1.374,,287.1406177,47.1151153
Kepler-234 b,Kepler-234,2014,Transit,2.711502579,1733.1,3.88,,291.6535379,38.4946597
Kepler-950 b,Kepler-950,2016,Transit,98.7187,2161.6,8.0,378.0,287.9565768,41.1302834
Kepler-354 b,Kepler-354,2014,Transit,5.47666,554.064,1.84,,285.7515347,41.3356739
K2-373 b,K2-373,2022,Transit,11.0213,229.567,2.25,,123.1361518,13.6884986
HD 65216 c,HD 65216,2013,Radial Velocity,152.6,35.1205,,,118.4209646,-63.6466892
Kepler-1479 b,Kepler-1479,2016,Transit,14.53261362,728.668,1.73,746.0,285.7119953,49.7067574
Kepler-1489 b,Kepler-1489,2016,Transit,,1283.05,2.547,,281.2957984,44.4654063
GJ 676 A d,GJ 676 A,2012,Radial Velocity,3.60076,16.0272,,,262.5448903,-51.6377777
Kepler-661 b,Kepler-661,2016,Transit,6.02930329,534.788,,,283.7107463,47.8631748
Kepler-588 b,Kepler-588,2016,Transit,4.2216233827,1209.4,,,284.2572531,47.6889081
HD 37605 b,HD 37605,2004,Radial Velocity,54.21,46.7864,,,85.0074276,6.0595116
Kepler-134 c,Kepler-134,2014,Transit,,334.797,1.188,,284.7391156,49.5984448
Kepler-1198 b,Kepler-1198,2016,Transit,7.6847716,743.03,1.79,941.0,288.8339659,44.838198
Kepler-894 b,Kepler-894,2016,Transit,9.803224,1162.91,3.23,896.0,288.7340513,46.939363
Kepler-803 b,Kepler-803,2016,Transit,50.28638192,639.771,4.003,,299.2216728,44.6939033
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,2014,Microlensing,,3040.0,,,268.0295,-31.6905833
Kepler-234 b,Kepler-234,2014,Transit,2.7115376968,1733.1,,,291.6535379,38.4946597
Kepler-444 f,Kepler-444,2015,Transit,9.740486,36.4396,0.741,,289.7528323,41.631884
Kepler-872 b,Kepler-872,2016,Transit,2.578852119,879.683,1.63,1230.0,295.4174725,43.6056117
HATS-6 b,HATS-6,2015,Transit,3.32526424,169.318,,,88.1468079,-19.0316268
Kepler-380 c,Kepler-380,2014,Transit,7.63006848,813.713,1.26,,282.3947017,48.7591334
Kepler-224 b,Kepler-224,2014,Transit,3.132951625,782.088,1.489,,290.9342679,47.3575414
K2-221 b,K2-221,2018,Transit,2.399094,318.81,1.67890272,,16.6550286,10.1897385
Kepler-153 c,Kepler-153,2014,Transit,46.9025112,459.368,2.5,458.0,282.460502,48.2570293
Kepler-1863 b,Kepler-1863,2021,Transit,44.9977478,865.546,1.48,590.0,282.2397185,43.2440854
TOI-3714 b,TOI-3714,2022,Transit,2.154849,112.71,11.32107051,750.0,69.5523415,39.4580035
Kepler-804 b,Kepler-804,2016,Transit,14.37454747,649.65,,,293.3722109,44.7851812
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,2019,Microlensing,,6500.0,,,269.105833,-33.1424694
Kepler-711 b,Kepler-711,2016,Transit,23.58917143,624.575,,,297.4600468,42.8398172
BD+20 2457 c,BD+20 2457,2009,Radial Velocity,621.99,1539.71,,,154.186782,19.8912626
TOI-2196 b,TOI-2196,2022,Transit,1.19539683681,259.947,3.50302447,1720.86,312.3400744,-70.4850723
Kepler-323 b,Kepler-323,2014,Transit,,454.883,1.595,,291.3822988,38.1274595
Kepler-626 b,Kepler-626,2016,Transit,14.48585199,635.643,2.17,772.0,288.6986828,39.7082044
Kepler-929 b,Kepler-929,2016,Transit,0.921032135,1311.23,0.86,1762.0,298.4811022,41.6152603
Kepler-1995 b,Kepler-1995,2023,Transit,73.75794221,595.331,,,284.342725,46.3165907
Kepler-616 c,Kepler-616,2016,Transit,90.4113556,945.775,3.41,,294.989137,46.8383058
OGLE-TR-111 b,OGLE-TR-111,2004,Transit,4.0161,1068.33,11.209,,163.324115,-61.4056976
Kepler-894 b,Kepler-894,2016,Transit,,1162.91,2.646,,288.7340513,46.939363
Kepler-1003 b,Kepler-1003,2016,Transit,3.554856338,941.902,,,292.0204349,44.8762427
PDS 70 b,PDS 70,2018,Imaging,,113.064,,,212.0421402,-41.3980405
WASP-28 b,WASP-28,2014,Transit,3.40883,348.494,13.597,1468.0,353.6162694,-1.5799849
Kepler-1891 b,Kepler-1891,2021,Transit,4.022309329,596.24,1.31,1011.0,290.0438524,44.3705375
Kepler-468 b,Kepler-468,2016,Transit,38.47876629,442.871,13.26,484.0,288.9022829,49.3704079
Kepler-1991 c,Kepler-1991,2023,Transit,22.79020351,855.82,2.57,634.0,285.0360506,45.0709909
Kepler-763 b,Kepler-763,2016,Transit,1.196548464,962.459,1.25,1414.0,292.1445534,47.1573604
Kepler-743 b,Kepler-743,2016,Transit,3.1792627,278.987,,,295.57423,42.8064255
Kepler-610 b,Kepler-610,2016,Transit,6.99692696,845.824,,,293.1713241,45.0655934
Kepler-1796 b,Kepler-1796,2021,Transit,29.4556,825.883,2.3,596.0,301.5430397,44.6056251
HR 810 b,HR 810,1999,Radial Velocity,302.79999,17.3181,,,40.6417178,-50.7993484
Kepler-642 b,Kepler-642,2016,Transit,4.41746257,781.582,3.95,1810.0,293.8345542,42.624948
Kepler-912 b,Kepler-912,2016,Transit,2.534773,2004.72,2.05,1185.0,298.1111779,41.758324
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,2022,Microlensing,,4900.0,,,267.8825833,-29.5654722
Kepler-907 b,Kepler-907,2016,Transit,15.86621821,,1.18,874.0,285.4764959,41.6326615
K2-184 b,K2-184,2018,Transit,16.996,75.5857,1.4,,129.1405227,14.4618826
K2-152 b,K2-152,2018,Transit,32.6479,108.449,2.29,337.0,181.6324078,-5.8274311
Kepler-1406 b,Kepler-1406,2016,Transit,11.62905828,572.403,1.06,887.0,292.0818824,38.9149472
K2-25 b,K2-25,2015,Transit,3.48456248,44.9565,,,63.2739346,15.2477027
Kepler-1747 b,Kepler-1747,2021,Transit,6.230330323,1321.38,4.11,875.0,284.2096557,45.258082
GJ 1289 b,GJ 1289,2024,Radial Velocity,111.74,8.35147,,150.0,355.7813464,36.5363314
K2-348 c,K2-348,2021,Transit,12.550171,201.856,2.67,655.0,130.8783479,24.4229559
Kepler-341 b,Kepler-341,2014,Transit,5.195528,1047.03,1.18,,289.8615609,43.4727412
Kepler-68 c,Kepler-68,2013,Transit,9.605027,144.166,0.979,1052.0,291.0323102,49.0402129
Kepler-1696 b,Kepler-1696,2020,Transit,65.9409,1506.36,2.80982017,,295.5761011,42.0233639
K2-353 b,K2-353,2021,Transit,15.4658691,268.515,5.07911,668.0,201.6168564,-2.2819018
Kepler-349 b,Kepler-349,2014,Transit,5.92972237,940.724,1.92,972.0,293.6764689,44.6155972
Kepler-387 b,Kepler-387,2014,Transit,,801.052,1.155,,287.7982699,45.6567655
Kepler-401 c,Kepler-401,2014,Transit,,965.56,2.816,,290.0827494,50.8634361
Kepler-594 b,Kepler-594,2016,Transit,13.64618192,769.2,2.13,681.0,288.9217259,49.7620237
XO-2 N b,XO-2 N,2007,Transit,2.615859462,154.273,,,117.0267691,50.2251472
Kepler-682 b,Kepler-682,2016,Transit,12.611906672,1979.25,7.37,,289.1122204,51.7373589
Kepler-292 c,Kepler-292,2014,Transit,3.71545391,1056.48,1.589,,295.7661979,42.4242822
HD 108236 b,HD 108236,2020,Transit,3.79666,64.5978,,,186.5740627,-51.3630519
Kepler-1469 b,Kepler-1469,2016,Transit,21.86356295,1159.3,,,293.8213286,39.3913385
Kepler-165 c,Kepler-165,2014,Transit,15.31297659,560.885,2.25,,280.69092,47.8096702
Kepler-679 b,Kepler-679,2016,Transit,12.3935651,922.244,,,296.0213374,50.5678019
Kepler-232 b,Kepler-232,2014,Transit,4.431238488,1349.13,3.25,1104.0,295.8161668,51.1217249
TOI-1221 b,TOI-1221,2023,Transit,91.68278322762,138.411,3.23985502,399.08,107.9210254,-65.5088568
Kepler-268 b,Kepler-268,2014,Transit,25.9340674,851.87,2.52,,291.9761559,38.0550327
Kepler-710 b,Kepler-710,2016,Transit,4.3472968717,1448.34,,,291.9641255,42.6961308
Kepler-1214 b,Kepler-1214,2016,Transit,18.82735,729.227,2.7,580.0,285.1427113,49.8006565
Kepler-785 b,Kepler-785,2016,Transit,1.97376092,642.051,,,292.0683108,38.8422004
Kepler-476 b,Kepler-476,2016,Transit,14.00639511,813.535,,,295.1637592,43.9630716
HD 202772 A b,HD 202772 A,2019,Transit,3.308958,161.498,17.317905,2132.0,319.6995877,-26.6163743
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,2017,Microlensing,,6300.0,,,268.126556,-30.2926941
Kepler-280 c,Kepler-280,2014,Transit,4.807091,780.361,2.01,,291.3905325,42.1804735
Kepler-1624 b,Kepler-1624,2016,Transit,3.29031359088,258.979,7.52960695,629.4,292.5798564,37.3762616
WASP-164 b,WASP-164,2018,Transit,1.77713687,327.506,,,344.8735878,-60.4478194
Kepler-62 c,Kepler-62,2013,Transit,12.4416871,300.874,0.59,569.0,283.2125621,45.3496992
Kepler-188 c,Kepler-188,2014,Transit,,968.544,2.853,,281.2797173,44.3154743
Kepler-1261 b,Kepler-1261,2016,Transit,,744.294,2.519,,285.2324786,48.8066963
Kepler-687 b,Kepler-687,2016,Transit,20.50586978,633.66,3.62,518.0,289.3154576,39.1532911
Kepler-337 b,Kepler-337,2014,Transit,3.292781,677.975,1.54,,290.0605123,47.1639533
WASP-1 b,WASP-1,2007,Transit,2.5199448,393.072,16.970426,,5.1669536,31.9899732
Kepler-1580 b,Kepler-1580,2016,Transit,56.6494247714,1002.02,,,285.9687099,41.3635264
HAT-P-11 b,HAT-P-11,2008,Transit,4.887802706,37.7647,4.71,,297.7101763,48.0818635
Kepler-39 b,Kepler-39,2011,Transit,21.08719422,1057.41,14.77,873.0,296.9603348,46.0342954
Kepler-1371 c,Kepler-1371,2016,Transit,2.005409,515.334,0.67,1330.0,288.8314251,47.5519753
Kepler-719 b,Kepler-719,2016,Transit,5.007317779,2497.51,8.52,,295.5360628,43.8844116
Kepler-168 c,Kepler-168,2014,Transit,13.1932092,1343.6,3.71,,294.7101832,39.8250437
Kepler-247 c,Kepler-247,2014,Transit,9.439451,663.711,3.8,643.0,288.6425609,43.0393769
WASP-11 b,WASP-11,2008,Transit,3.72247896,124.73,,,47.3689472,30.6733817
Kepler-436 c,Kepler-436,2016,Transit,16.79716262,588.867,,,301.7207775,44.4120856
TOI-540 b,TOI-540,2020,Transit,1.23915336351,14.0022,0.96547064,550.23,76.3096949,-47.9375391
HAT-P-29 b,HAT-P-29,2011,Transit,5.7238581931,313.576,11.64707573,1164.22,33.1310921,51.7787754
Kepler-286 d,Kepler-286,2014,Transit,,1226.85,1.393,,290.6761874,48.2942362
Kepler-1394 b,Kepler-1394,2016,Transit,3.9376496,640.409,,,283.4532068,45.0840729
Kepler-203 b,Kepler-203,2014,Transit,3.162692075,703.302,2.61,1308.0,297.089959,41.3880686
Kepler-373 c,Kepler-373,2014,Transit,,1090.45,1.935,,289.3879904,50.5970115
WASP-53 b,WASP-53,2017,Transit,3.30984575479,201.338,12.43162281,1005.6,31.9091639,-20.661843
Kepler-325 b,Kepler-325,2014,Transit,4.544437773,823.242,2.6,,289.8354219,49.825607
Kepler-941 b,Kepler-941,2016,Transit,17.4239289819,1088.36,,,294.3262617,47.2175461
Kepler-214 b,Kepler-214,2014,Transit,15.66057659,1208.44,1.92,785.0,284.7548499,44.95605
Kepler-1730 b,Kepler-1730,2021,Transit,13.81020318,1427.08,,,281.9605834,43.7030386
Kepler-1038 c,Kepler-1038,2021,Transit,7.12768673,584.136,1.17,805.0,298.9721472,44.1323499
Kepler-1411 b,Kepler-1411,2016,Transit,86.1157904432,1660.48,,,286.3615236,42.9638889
CoRoT-10 b,CoRoT-10,2010,Transit,13.2406,338.386,10.547669,647.0,291.0636813,0.7460143
HD 114783 b,HD 114783,2001,Radial Velocity,501.0,21.0628,,,198.1818436,-2.2649921
Kepler-499 b,Kepler-499,2016,Transit,,556.726,2.264,,295.1099549,43.9151012
Kepler-1166 b,Kepler-1166,2016,Transit,33.2407985,634.906,,,290.3484956,50.9028387
Kepler-378 c,Kepler-378,2014,Transit,28.9060526,152.094,,,294.9489697,46.4388673
Kepler-1031 b,Kepler-1031,2016,Transit,1.22621732,682.882,0.87,,296.0898796,48.9554121
Kepler-323 c,Kepler-323,2014,Transit,3.553829671,454.883,1.58,,291.3822988,38.1274595
HD 37605 c,HD 37605,2012,Radial Velocity,2720.0,46.7864,,,85.0074276,6.0595116
Kepler-247 b,Kepler-247,2014,Transit,3.336205,663.711,1.45,910.0,288.6425609,43.0393769
WASP-15 b,WASP-15,2009,Transit,3.7520998,282.091,,,208.9280111,-32.1597118
Kepler-1639 b,Kepler-1639,2016,Transit,9.8788502,1031.31,2.64,1003.0,283.068651,48.8021209
Kepler-69 b,Kepler-69,2013,Transit,13.72237104,730.625,2.28,746.0,293.2609013,44.8688656
Kepler-1346 b,Kepler-1346,2016,Transit,3.40165617,843.701,1.34,1236.0,291.841341,45.179185
HAT-P-51 b,HAT-P-51,2015,Transit,4.2186625028,440.089,13.69767777,1071.66,21.0651251,32.8107
Kepler-1666 b,Kepler-1666,2020,Transit,25.8476,1379.37,2.88273782,,297.9516071,46.2647024
TOI-628 b,TOI-628,2021,Transit,3.4076,178.68,12.1343,1586.0,99.2630608,1.7675497
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,2016,Microlensing,,600.0,,,270.184333,-28.6608889
Kepler-1149 b,Kepler-1149,2016,Transit,3.73089898,1217.73,1.44,,294.1891824,45.1515263
Kepler-5 b,Kepler-5,2009,Transit,3.5484655,899.777,,,299.4070341,44.0350387
Kepler-371 b,Kepler-371,2014,Transit,34.7630093084,813.192,,,292.3264835,38.6575441
HAT-P-29 b,HAT-P-29,2011,Transit,5.72339,313.576,11.926376,1271.0,33.1310921,51.7787754
Kepler-924 b,Kepler-924,2016,Transit,61.0370117,1053.04,3.179,,290.6685136,40.3977086
Kepler-933 b,Kepler-933,2016,Transit,14.20442616,1017.2,1.9,602.0,289.5685257,43.5385438
Kepler-15 b,Kepler-15,2011,Transit,4.942783399,739.412,13.337,,296.2005506,49.1400304
HD 102956 b,HD 102956,2010,Radial Velocity,6.495,121.89,,,177.8436988,57.6406584
Kepler-745 b,Kepler-745,2016,Transit,9.93143556,1780.38,2.16,,291.4994412,37.0592571
K2-183 d,K2-183,2018,Transit,22.620344,329.041,2.3,,125.007177,14.0194586
Kepler-135 b,Kepler-135,2014,Transit,6.00253766,621.855,,,290.4950939,38.7954956
Kepler-295 c,Kepler-295,2014,Transit,21.526258,1699.19,1.17,,285.3458383,45.3677754
HD 125612 c,HD 125612,2009,Radial Velocity,4.15466,57.6207,,,215.2227183,-17.4818147
Kepler-296 f,Kepler-296,2014,Transit,63.33828,,1.61,241.0,286.5400278,49.4372614
Kepler-1289 b,Kepler-1289,2016,Transit,7.99019627,1053.57,1.15,875.0,296.388767,41.040509
HD 102117 b,HD 102117,2005,Radial Velocity,20.8,39.5792,,,176.2097267,-58.7040134
NY Vir b,NY Vir,2011,Eclipse Timing Variations,3160.0,544.024,,,204.7005847,-2.0303873
Kepler-704 b,Kepler-704,2016,Transit,3.76181843,1228.83,2.66,1121.0,283.3163671,41.8370942
K2-75 c,K2-75,2016,Transit,18.289,561.93,3.16,,338.844896,-7.469895
HD 168863 b,HD 168863,2022,Radial Velocity,14773.93272,39.8979,,,275.6642157,-18.0219726
Kepler-1699 b,Kepler-1699,2020,Transit,3.49078834,818.759,1.41,1013.0,292.1373281,48.9171579
Kepler-1909 b,Kepler-1909,2021,Transit,2.39161966,763.662,0.93,1031.0,290.889409,42.4596251
KOI-984 b,KOI-984,2022,Transit,4.2881785,252.667,,1022.0,291.0489438,36.8400772
Kepler-1914 b,Kepler-1914,2021,Transit,30.82701268,1621.56,,,291.4314024,38.6543635
HD 23079 b,HD 23079,2001,Radial Velocity,626.0,33.4591,,,54.9281897,-52.9162344
Kepler-284 c,Kepler-284,2014,Transit,37.5140693,1031.95,2.562,,293.1465698,47.7297053
Kepler-636 b,Kepler-636,2016,Transit,16.080657264,310.301,,,293.5920614,41.0950891
WASP-104 b,WASP-104,2014,Transit,1.75540569,185.932,,,160.6023689,7.4350768
Kepler-992 b,Kepler-992,2016,Transit,20.16037858,259.639,,,284.4304085,47.6416613
Kepler-115 c,Kepler-115,2014,Transit,,623.609,2.72,,297.7119299,45.261985
WASP-32 b,WASP-32,2010,Transit,2.7186256,275.994,12.4543,1388.0,3.9617073,1.2005122
Kepler-113 c,Kepler-113,2014,Transit,,262.351,2.545,,287.9978721,50.9441847
Kepler-339 c,Kepler-339,2014,Transit,6.98803345,616.637,1.29,,293.351701,48.4445922
Kepler-461 b,Kepler-461,2016,Transit,,692.158,3.769,,292.2490563,46.1647909
Kepler-1522 b,Kepler-1522,2016,Transit,1.847889171,814.125,1.73,,289.8432347,52.0702094
Kepler-827 b,Kepler-827,2016,Transit,51.92981,2046.68,5.2,451.0,294.9660027,42.7085608
TOI-1842 b,TOI-1842,2021,Transit,9.574,223.465,11.88151954,,201.9626552,9.0306437
Kepler-296 f,Kepler-296,2014,Transit,63.3366606,,1.23,199.0,286.5400278,49.4372614
Kepler-1402 b,Kepler-1402,2016,Transit,2.03387914,1493.64,0.73,1240.0,291.8478341,48.9681664
Kepler-449 c,Kepler-449,2015,Transit,33.67276962,241.949,1.89,665.0,293.732787,41.9006366
Kepler-1210 b,Kepler-1210,2016,Transit,8.07124073,1176.53,1.56,856.0,292.8321598,48.2193376
Kepler-1934 b,Kepler-1934,2021,Transit,1.419749146,428.514,0.84,1760.0,290.9193265,37.2871677
Kepler-1726 b,Kepler-1726,2021,Transit,18.396319,390.552,2.8,629.0,284.3861498,45.7197342
Kepler-146 b,Kepler-146,2014,Transit,31.15879749,716.797,3.23,640.0,294.1107631,38.7102222
gam Lib b,gam Lib,2018,Radial Velocity,415.2,47.4017,,,233.8818636,-14.789502
GJ 486 b,GJ 486,2021,Radial Velocity,1.46711903473,8.07426,1.3241394,639.36,191.981531,9.7494181
HATS-17 b,HATS-17,2016,Transit,16.254611,400.331,8.709393,814.0,192.1895676,-47.6136789
HD 113538 b,HD 113538,2010,Radial Velocity,263.3,16.2817,,,196.233933,-52.4463502
Kepler-261 b,Kepler-261,2014,Transit,,317.499,2.094,,291.3647333,37.609239
Kepler-20 g,Kepler-20,2016,Radial Velocity,34.94,282.563,,524.0,287.6979913,42.3385782
Kepler-771 b,Kepler-771,2016,Transit,8.73485836,1393.85,1.82,,287.4441104,38.0884183
Kepler-829 b,Kepler-829,2016,Transit,6.88337562,1073.76,1.76,863.0,282.3328312,42.4638125
TOI-1683.01,TOI-1683,2024,Transit,3.05752396361,51.1884,2.48784863,848.22,65.9796504,27.8223701
Kepler-996 b,Kepler-996,2016,Transit,3.770590584,1216.58,1.48,1132.0,291.9127633,41.5335891
Kepler-515 b,Kepler-515,2016,Transit,19.9636689012,,,,290.493913,52.055611
CoRoT-20 c,CoRoT-20,2018,Radial Velocity,1675.0,844.061,,,97.7204249,0.2268931
HD 215152 d,HD 215152,2018,Radial Velocity,10.86499,21.5974,,,340.8380941,-6.4020685
Kepler-1573 b,Kepler-1573,2016,Transit,,1455.36,1.33,,292.9883129,49.4849664
Kepler-345 b,Kepler-345,2014,Transit,7.41556471,,0.79,622.0,295.2288521,45.9710432
TOI-5616 b,TOI-5616,2024,Transit,2.0034478,390.415,10.9523,769.0,184.9016378,48.6832895
Kepler-1020 b,Kepler-1020,2016,Transit,96.9151707,415.358,,,292.672471,46.3772776
Kepler-1493 b,Kepler-1493,2016,Transit,15.0217983,555.051,1.41,,288.5493683,38.5651973
Kepler-1185 b,Kepler-1185,2016,Transit,104.3518976,459.273,1.33,,287.2411783,39.3326977
Kepler-927 b,Kepler-927,2016,Transit,9.1151112944,831.685,,,289.3834807,41.3926651
Kepler-175 c,Kepler-175,2014,Transit,34.0350559,1312.34,3.69,,289.553232,43.876116
Kepler-1114 b,Kepler-1114,2016,Transit,14.97435448,418.417,,,299.2370531,45.8347781
Kepler-1149 b,Kepler-1149,2016,Transit,3.73089898,1217.73,1.27,1115.0,294.1891824,45.1515263
Kepler-547 b,Kepler-547,2016,Transit,6.0103736,378.972,3.65,738.0,286.1185888,44.3452063
Kepler-185 c,Kepler-185,2014,Transit,20.72904234,466.735,1.94,530.0,282.4681674,43.8899464
Kepler-299 e,Kepler-299,2014,Transit,38.2856338,1052.24,1.77,534.0,283.2070156,48.5805222
Kepler-534 b,Kepler-534,2016,Transit,15.95995611,570.659,2.27,721.0,296.4185696,49.540148
Kepler-1298 b,Kepler-1298,2016,Transit,7.12811928,544.163,1.04,1261.0,284.4227535,49.1061907
Kepler-703 b,Kepler-703,2016,Transit,4.583521756,1156.83,5.69,1039.0,299.1868586,41.742699
Kepler-536 b,Kepler-536,2016,Transit,1.827082299,462.322,6.18,1876.0,297.7363605,49.637101
Kepler-244 c,Kepler-244,2014,Transit,9.7673807732,1036.49,,,287.242641,42.3014185
