pl_name,hostname,disc_year,discoverymethod,pl_orbper,sy_dist,pl_rade,pl_eqt,ra,dec
OGLE-2017-BLG-1275L b,OGLE-2017-BLG-1275L,2024,Microlensing,,7720.0,,,267.9154167,-29.4979694
Kepler-95 b,Kepler-95,2014,Transit,11.523069953,445.656,3.13,934.0,284.4824281,44.397891
Kepler-1711 b,Kepler-1711,2021,Transit,21.06046,590.268,1.84,678.0,298.1772916,42.2370289
Wolf 1069 b,Wolf 1069,2023,Radial Velocity,15.564,9.58341,,250.1,306.5242477,58.5753044
Kepler-243 c,Kepler-243,2014,Transit,20.0260919509,693.86,,,285.1104819,42.0339619
Kepler-301 d,Kepler-301,2014,Transit,13.75125295,719.166,,,283.982904,49.2329512
91 Aqr b,91 Aqr,2013,Radial Velocity,181.4,44.0304,,,348.9745031,-9.0878076
WASP-192 b,WASP-192,2019,Transit,2.8786765,508.885,13.78707,1620.0,223.6587187,-38.7445469
Kepler-215 e,Kepler-215,2014,Transit,68.1609897,485.997,1.45,405.0,294.9735313,45.2136867
WASP-104 b,WASP-104,2014,Transit,1.7554285353,185.932,12.62298499,1384.26,160.6023689,7.4350768
Kepler-257 d,Kepler-257,2014,Transit,24.6643939784,780.256,,,297.3159994,46.0232642
Kepler-598 b,Kepler-598,2016,Transit,3.701765401,681.086,,,293.1234493,40.9348005
Kepler-1838 b,Kepler-1838,2021,Transit,12.14680004,451.242,1.66049425,,298.9917165,40.14226
Kepler-1272 b,Kepler-1272,2016,Transit,51.1309704,1206.37,2.41,542.0,285.2197605,38.8058393
HU Aqr AB b,HU Aqr,2011,Eclipse Timing Variations,2390.0,,,,316.9921976,-5.2948694
Kepler-105 c,Kepler-105,2014,Transit,7.12594591,459.223,1.88,1191.0,287.8872376,46.2761224
Kepler-528 b,Kepler-528,2016,Transit,19.78302,784.23,1.96,675.0,295.6848595,47.7480914
Kepler-1228 b,Kepler-1228,2016,Transit,0.577369579,515.453,1.47,1768.0,296.552761,46.9661945
Kepler-631 b,Kepler-631,2016,Transit,17.97979059,761.966,2.688,,296.885724,40.2281717
Kepler-417 b,Kepler-417,2014,Transit Timing Variations,12.33090437,973.989,2.49,671.0,293.8241813,42.779648
Kepler-207 b,Kepler-207,2014,Transit,1.611881,875.519,1.17,1709.0,290.0305195,42.1660555
Kepler-1967 b,Kepler-1967,2021,Transit,7.28170196,249.102,1.85,1087.0,299.1376276,43.4984724
Kepler-748 b,Kepler-748,2016,Transit,7.40758,1705.99,2.13,901.0,292.2628779,37.2369732
Kepler-140 b,Kepler-140,2014,Transit,3.25427607,583.859,,,287.3694056,46.7681473
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,2020,Microlensing,,4080.0,,,269.154875,-30.3114167
Kepler-1498 b,Kepler-1498,2016,Transit,48.05201677,,,,284.7780883,44.9167513
Kepler-1488 b,Kepler-1488,2016,Transit,39.8189932,905.825,1.59,594.0,286.6464265,49.9377735
Kepler-639 b,Kepler-639,2016,Transit,10.21420496,850.242,2.38,,292.1868271,41.726944
LP 890-9 c,LP 890-9,2022,Transit,8.457463,32.4298,1.367,272.0,64.1309096,-28.3157909
Kepler-1739 b,Kepler-1739,2021,Transit,7.34373964,783.666,,,296.2320536,47.6788626
HD 12661 b,HD 12661,2000,Radial Velocity,262.70862,37.8478,,,31.1423525,25.4135632
TOI-1136 b,TOI-1136,2022,Transit,4.17278,84.5362,1.9,,192.1848981,64.8552755
Kepler-255 c,Kepler-255,2014,Transit,9.94602357,1052.53,,,296.0642702,45.9767647
Kepler-1516 b,Kepler-1516,2016,Transit,7.25931979,1358.95,1.61,967.0,291.4945795,44.5234227
Kepler-1669 d,Kepler-1669,2023,Transit,4.72941177,543.444,,,297.4303826,39.8478795
IC 4651 9122 b,IC 4651 9122,2018,Radial Velocity,734.0,859.324,,,261.2086139,-49.9489317
Kepler-813 b,Kepler-813,2016,Transit,19.12947603,,,,285.6626752,48.4353251
Kepler-378 b,Kepler-378,2014,Transit,16.09234,152.094,0.7,501.0,294.9489697,46.4388673
Kepler-1193 b,Kepler-1193,2016,Transit,2.832617,802.116,1.35,1362.0,288.1447323,51.2756446
Kepler-542 b,Kepler-542,2016,Transit,13.14496741,436.016,1.59,698.0,292.2149697,38.5485469
KMT-2018-BLG-0247L b,KMT-2018-BLG-0247L,2022,Microlensing,,6840.0,,,264.5600417,-27.1504111
Kepler-726 b,Kepler-726,2016,Transit,21.80451088,762.081,2.72,549.0,291.7172776,44.8873466
Kepler-357 d,Kepler-357,2014,Transit,,688.573,2.165,,291.2429746,44.0086337
Kepler-159 b,Kepler-159,2014,Transit,10.1396202705,373.744,,,297.0702037,40.868734
Kepler-116 c,Kepler-116,2014,Transit,13.071489,955.168,1.85,912.0,294.7420605,43.5367842
HD 190360 b,HD 190360,2003,Radial Velocity,2891.0,16.0069,,,300.9092476,29.894541
Kepler-1341 b,Kepler-1341,2016,Transit,132.9968322,476.957,2.968,,280.5116813,44.1593503
CD Cet b,CD Cet,2020,Radial Velocity,2.2907,8.60715,,464.0,48.3530155,4.7751881
Kepler-217 b,Kepler-217,2014,Transit,5.37493289,1104.64,,,293.0377331,46.2775223
EPIC 201595106 b,EPIC 201595106,2021,Transit,0.87724,232.1,1.565,2038.0,183.7203635,1.9681688
Kepler-225 b,Kepler-225,2014,Transit,6.73893544,561.101,1.44,579.0,292.1939846,47.4570808
Kepler-975 b,Kepler-975,2016,Transit,1.9703444689,426.088,,,290.54851,38.4952415
Kepler-779 b,Kepler-779,2016,Transit,7.09712124,283.155,0.74,425.0,285.6285208,44.3107855
Kepler-825 b,Kepler-825,2016,Transit,3.77360059,807.85,1.35,1270.0,294.769825,39.3984081
14 And b,14 And,2008,Radial Velocity,185.84,75.4392,,,352.82415,39.2358367
HD 13931 b,HD 13931,2009,Radial Velocity,4218.0,47.3963,,,34.1979991,43.7722065
HAT-P-30 b,HAT-P-30,2011,Transit,2.81060132493,213.985,15.99522635,1578.69,123.9498431,5.8368669
Kepler-598 b,Kepler-598,2016,Transit,3.7017681244,681.086,,,293.1234493,40.9348005
Kepler-1416 b,Kepler-1416,2016,Transit,1.49514952,949.59,0.86,1727.0,298.6634624,43.8940593
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,2024,Microlensing,,,,,267.6200833,-29.62275
Kepler-1869 c,Kepler-1869,2023,Transit,1.716840029,113.025,0.82990003,,292.6149958,42.7643438
Kepler-240 c,Kepler-240,2014,Transit,7.953547,746.927,,,291.1587635,40.7502108
Kepler-247 d,Kepler-247,2014,Transit,20.477912,663.711,3.94,,288.6425609,43.0393769
Kepler-215 b,Kepler-215,2014,Transit,,485.997,1.547,,294.9735313,45.2136867
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,2018,Microlensing,,6380.0,,,268.75238,-31.4690552
K2-146 b,K2-146,2018,Transit,2.644259,79.3002,1.38,,130.0266951,19.0923416
TIC 172900988 b,TIC 172900988 Aa,2021,Transit,193.965,250.956,11.3,,128.6616644,31.5539793
Kepler-301 b,Kepler-301,2014,Transit,2.508554095,719.166,1.422,,283.982904,49.2329512
Kepler-405 b,Kepler-405,2014,Transit,10.61368712,1065.08,,,291.4094615,38.3400107
Kepler-1835 b,Kepler-1835,2021,Transit,11.96407399,1404.38,,,280.3148152,43.9856885
Kepler-1220 b,Kepler-1220,2016,Transit,7.42697378,961.907,1.4,899.0,297.070398,42.9777396
Kepler-115 c,Kepler-115,2014,Transit,8.99088871,623.609,2.31,939.0,297.7119299,45.261985
Kepler-273 b,Kepler-273,2014,Transit,,713.964,1.521,,291.3021458,47.6976573
Kepler-301 c,Kepler-301,2014,Transit,5.4191129109,719.166,,,283.982904,49.2329512
Kepler-1993 b,Kepler-1993,2023,Transit,26.65660095,1031.91,4.42700005,,293.7968548,45.1607261
Kepler-401 d,Kepler-401,2016,Transit,184.256405,965.56,2.36,408.0,290.0827494,50.8634361
Kepler-1596 b,Kepler-1596,2016,Transit,66.373379,2146.23,2.02,471.0,285.5575066,49.3300866
Kepler-1292 b,Kepler-1292,2016,Transit,3.27645,1493.43,1.8,1090.0,284.9057222,43.9491434
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,2017,Microlensing,,7100.0,,,271.473755,-27.7142868
Kepler-1724 b,Kepler-1724,2021,Transit,6.45442009,1060.77,2.83677238,,296.1207272,47.9214736
Kepler-184 d,Kepler-184,2014,Transit,29.02235261,610.326,2.8,,291.9518784,43.0746172
Kepler-228 c,Kepler-228,2014,Transit,4.13443005,1644.61,2.84,,296.2860853,48.2246328
TOI-1174 b,TOI-1174,2024,Transit,8.9534775,94.6375,2.35888,723.0,209.2171751,68.6182106
Kepler-145 b,Kepler-145,2013,Transit,22.95068896,566.85,2.2,886.0,291.3877397,44.5290465
Kepler-191 b,Kepler-191,2014,Transit,9.939543,594.464,1.38,676.0,291.1833211,45.3230937
Kepler-1207 b,Kepler-1207,2016,Transit,13.68237119,1754.19,1.53,802.0,295.0641963,49.3589615
Kepler-192 c,Kepler-192,2014,Transit,21.22347296,651.674,2.27,580.0,287.9179379,45.5928829
Kepler-1371 c,Kepler-1371,2016,Transit,2.005414293,515.334,0.65,1216.0,288.8314251,47.5519753
TOI-532 b,TOI-532,2021,Transit,2.3266508,135.047,5.82,867.0,85.0800537,11.5626373
Kepler-1734 b,Kepler-1734,2021,Transit,6.796859,1482.83,2.31,976.0,294.163167,41.4517316
Kepler-1391 b,Kepler-1391,2016,Transit,,1038.35,2.2,,294.8309749,46.6595768
Kepler-305 e,Kepler-305,2020,Transit,3.20539622,868.477,,,299.2242557,40.343167
Kepler-341 d,Kepler-341,2014,Transit,27.6665971,1047.03,1.96,627.0,289.8615609,43.4727412
Kepler-944 b,Kepler-944,2016,Transit,43.3167737,1349.43,2.46,463.0,293.6012911,42.379791
Kepler-836 b,Kepler-836,2016,Transit,11.3611763269,980.035,,,287.4527659,45.7043964
Kepler-179 b,Kepler-179,2014,Transit,2.735900074,605.68,,,298.6636163,47.7619329
Kepler-1398 b,Kepler-1398,2016,Transit,,852.204,0.96,,294.8661073,48.6389923
Kepler-1863 b,Kepler-1863,2021,Transit,44.99760056,865.546,2.26309256,,282.2397185,43.2440854
GSC 06214-00210 b,GSC 06214-00210,2010,Imaging,,108.5,,2300.0,245.4776921,-20.7193398
Kepler-275 b,Kepler-275,2014,Transit,10.3008054264,2034.25,,,292.4797004,38.5149018
Kepler-507 b,Kepler-507,2016,Transit,3.568065,391.644,1.29,1320.0,297.0188074,50.409046
TOI-530 b,TOI-530,2021,Transit,6.387573911,148.762,8.61211634,495.61,103.4128333,12.8815784
Kepler-364 b,Kepler-364,2014,Transit,25.7457529,891.462,1.45,728.0,281.5699998,47.3986233
Kepler-402 c,Kepler-402,2014,Transit,6.12481814,625.339,1.63,,288.3701976,43.3546109
Kepler-1468 b,Kepler-1468,2016,Transit,8.2397716059,1899.24,,,293.5198289,41.2773671
Kepler-526 b,Kepler-526,2016,Transit,5.458498316,666.146,1.99,,297.6509281,47.3962246
Kepler-271 c,Kepler-271,2014,Transit,7.41086267,404.542,1.02,872.0,283.0029316,44.284108
Kepler-208 d,Kepler-208,2014,Transit,11.1317519,775.328,1.202,,293.8901979,42.5279413
Kepler-738 b,Kepler-738,2016,Transit,24.58721573,1113.65,2.31,531.0,287.5696516,46.5679011
Kepler-873 b,Kepler-873,2016,Transit,20.55336572,1182.22,,,296.4031319,51.2712773
Kepler-1765 b,Kepler-1765,2021,Transit,10.41890782,764.456,2.82,855.0,298.0144601,42.9574314
Kepler-243 b,Kepler-243,2014,Transit,5.71542485,693.86,2.48,842.0,285.1104819,42.0339619
Kepler-536 b,Kepler-536,2016,Transit,1.827088386,462.322,,,297.7363605,49.637101
Kepler-1258 b,Kepler-1258,2016,Transit,0.984938,717.555,0.95,1856.0,285.4049723,49.9948186
K2-199 b,K2-199,2018,Transit,3.225,107.518,,,208.9014508,-6.1360833
K2-199 b,K2-199,2018,Transit,3.225349,107.518,1.9,,208.9014508,-6.1360833
Kepler-1741 b,Kepler-1741,2021,Transit,2.757590055,270.739,1.273,,292.577073,39.120939
Kepler-424 b,Kepler-424,2014,Transit,3.3118644,698.646,9.98,,298.6249797,48.57745
Kepler-125 c,Kepler-125,2014,Transit,5.77442209,183.365,0.83,,298.2581101,47.6050031
Kepler-267 c,Kepler-267,2014,Transit,6.877449897,264.993,2.31,,299.8305655,47.1575741
Kepler-292 d,Kepler-292,2014,Transit,7.0556671,1056.48,2.57,879.0,295.7661979,42.4242822
Kepler-638 b,Kepler-638,2016,Transit,6.07972888,991.214,3.18,1221.0,284.9194213,41.6172093
WASP-106 b,WASP-106,2014,Transit,9.2897057,352.181,,,166.4296276,-5.0794854
Kepler-1549 b,Kepler-1549,2016,Transit,214.881456,803.052,2.68,286.0,286.0524399,39.0960281
Kepler-1443 b,Kepler-1443,2016,Transit,2.41811321,593.646,0.79,1572.0,283.4357392,47.0667983
Kepler-1915 b,Kepler-1915,2021,Transit,13.8354142,1514.66,3.15,809.0,301.2786852,44.2505116
Kepler-1248 b,Kepler-1248,2016,Transit,7.46725407,593.026,1.16,1060.0,288.0592191,51.3544564
Kepler-738 b,Kepler-738,2016,Transit,24.58721963,1113.65,,,287.5696516,46.5679011
Kepler-1968 b,Kepler-1968,2021,Transit,7.28122373,750.93,1.42,743.0,291.5080318,45.3700933
GJ 180 c,GJ 180,2014,Radial Velocity,24.329,11.9407,,,73.460097,-17.776194
Kepler-1096 b,Kepler-1096,2016,Transit,2.892219,377.976,1.17,779.0,294.7094688,45.9695533
Kepler-271 c,Kepler-271,2014,Transit,7.41084384,404.542,,,283.0029316,44.284108
Kepler-262 c,Kepler-262,2014,Transit,21.85362905,613.129,,,290.7287168,37.2526575
Kepler-1397 b,Kepler-1397,2016,Transit,47.44949,1198.25,1.58,509.0,299.6758812,47.0758234
Kepler-1099 b,Kepler-1099,2016,Transit,2.168452593,1022.8,3.11,1557.0,288.7499866,48.2771163
Kepler-996 b,Kepler-996,2016,Transit,3.770567,1216.58,1.83,1209.0,291.9127633,41.5335891
Kepler-760 c,Kepler-760,2016,Transit,2.4669781906,792.336,,,287.5931997,44.1794278
Kepler-1023 b,Kepler-1023,2016,Transit,62.1402,694.175,2.7,399.0,289.0297232,49.7697034
Kepler-1624 b,Kepler-1624,2016,Transit,3.290304098,258.979,,,292.5798564,37.3762616
Kepler-1684 b,Kepler-1684,2020,Transit,47.7087,621.996,2.96,337.0,294.0054181,46.3106625
Kepler-280 b,Kepler-280,2014,Transit,2.139556503,780.361,1.42,1314.0,291.3905325,42.1804735
WASP-13 b,WASP-13,2009,Transit,4.353011,227.537,17.127352,1531.0,140.1029654,33.8823291
WASP-160 B b,WASP-160 B,2018,Transit,3.7684953,288.326,,,87.679561,-27.6233218
WASP-132 b,WASP-132,2016,Transit,7.1335215,122.91,,,217.6091998,-46.159516
Kepler-272 c,Kepler-272,2014,Transit,6.05730524,889.608,1.67,881.0,299.1275257,47.5938319
HD 159868 c,HD 159868,2012,Radial Velocity,351.0,55.8503,,,264.7466665,-43.1462347
Kepler-859 b,Kepler-859,2016,Transit,,839.903,2.793,,286.7418337,43.1901197
Kepler-672 b,Kepler-672,2016,Transit,38.37738997,1033.93,,,291.7219993,49.4808492
Kepler-1894 c,Kepler-1894,2023,Transit,5.05366499,935.191,1.23,1007.0,295.5864604,49.6668523
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,2008,Microlensing,4927.5,1510.0,,,268.143792,-30.0877778
Kepler-1514 b,Kepler-1514,2016,Transit,217.83184,397.292,12.419572,387.9,292.6274943,37.8601653
Kepler-227 b,Kepler-227,2014,Transit,9.48803146,1083.06,3.1,881.0,291.9342748,48.141676
Kepler-803 b,Kepler-803,2016,Transit,50.28638192,639.771,3.79,,299.2216728,44.6939033
Kepler-274 b,Kepler-274,2014,Transit,11.634788,1333.62,1.54,,292.9227926,38.4772173
Kepler-372 b,Kepler-372,2014,Transit,6.849692,1493.95,1.36,,291.2562253,49.2589288
TOI-2570 b,TOI-2570,2022,Transit,2.98876544176,361.857,14.06998283,1307.24,87.1880397,32.0840435
KMT-2021-BLG-0171L b,KMT-2021-BLG-0171L,2022,Microlensing,,4800.0,,,269.2416667,-30.0930556
HD 195019 b,HD 195019,1998,Radial Velocity,18.20132,37.6681,,,307.0792427,18.7692509
HD 190007 b,HD 190007,2020,Radial Velocity,11.72,12.7141,,,300.6956339,3.3266992
Kepler-1916 b,Kepler-1916,2021,Transit,31.2548347,2055.82,2.43,646.0,293.0705754,48.387679
Kepler-1773 b,Kepler-1773,2021,Transit,40.80970001,681.255,3.50469499,,286.2232284,38.2581676
Kepler-1061 b,Kepler-1061,2016,Transit,2.758006,543.375,1.94,1595.0,296.2300306,50.2752091
Kepler-244 c,Kepler-244,2014,Transit,9.76734503,1036.49,,,287.242641,42.3014185
Kepler-1620 b,Kepler-1620,2016,Transit,101.951829,895.069,1.36,428.0,297.2709026,46.9284743
Kepler-140 c,Kepler-140,2014,Transit,91.3514816,583.859,1.57,428.0,287.3694056,46.7681473
BD-06 1339 c,BD-06 1339,2013,Radial Velocity,125.94,20.2695,,,88.2511811,-5.9963378
Kepler-1234 b,Kepler-1234,2016,Transit,11.94019101,916.749,,,287.5220359,51.3759464
Kepler-1790 b,Kepler-1790,2021,Transit,31.58889961,1070.17,3.1446145,,294.5668577,46.0757312
Kepler-1287 b,Kepler-1287,2016,Transit,11.4768648398,1003.26,,,289.1346298,47.063018
Kepler-1336 b,Kepler-1336,2016,Transit,23.198681,1126.64,1.3,592.0,296.2776587,46.8998006
Kepler-1507 b,Kepler-1507,2016,Transit,16.0506213,320.478,0.87,674.0,288.5616269,46.5361247
Kepler-1824 b,Kepler-1824,2021,Transit,95.61169259,1040.1,,,296.7071957,41.2036197
Kepler-883 b,Kepler-883,2016,Transit,12.98495573,627.455,1.53,834.0,286.433726,50.3002266
Kepler-1298 b,Kepler-1298,2016,Transit,7.12826,544.163,1.14,1235.0,284.4227535,49.1061907
Kepler-142 c,Kepler-142,2014,Transit,4.76170534,548.686,,,295.1190067,48.4813635
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,2019,Microlensing,,873.0,,,268.435375,-22.1525389
Kepler-212 b,Kepler-212,2014,Transit,16.2583586,687.194,0.87,769.0,287.6208165,43.1416239
Kepler-975 b,Kepler-975,2016,Transit,1.970342457,426.088,3.35,1598.0,290.54851,38.4952415
Kepler-1869 b,Kepler-1869,2021,Transit,8.16735028,113.025,2.07,1263.0,292.6149958,42.7643438
Kepler-1419 b,Kepler-1419,2016,Transit,,1498.58,2.807,,292.2545917,37.971376
Kepler-655 b,Kepler-655,2016,Transit,46.4063358,752.562,2.61,,297.2590664,46.843165
Kepler-1577 b,Kepler-1577,2016,Transit,6.30558387,510.029,,,292.9552704,47.5730433
Kepler-107 b,Kepler-107,2014,Transit,3.1799624095,525.997,,,297.028162,48.2086019
Kepler-1535 b,Kepler-1535,2016,Transit,138.9442,897.733,1.97,343.0,286.613685,38.8919507
HD 10180 h,HD 10180,2010,Radial Velocity,2205.0,38.9607,,,24.4731133,-60.5114881
Kepler-1174 b,Kepler-1174,2016,Transit,6.89225223,1408.75,1.4,962.0,281.8314296,42.298891
Kepler-1298 b,Kepler-1298,2016,Transit,7.12811928,544.163,1.04,1261.0,284.4227535,49.1061907
Kepler-643 b,Kepler-643,2016,Transit,,1063.58,12.77826,,290.3272423,42.8982283
HIP 65407 c,HIP 65407,2016,Radial Velocity,67.3,61.7804,,,201.087663,48.8847322
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,2014,Radial Velocity,6.958,872.92,,,132.7533077,11.8146537
Kepler-311 d,Kepler-311,2023,Transit,232.040326,778.654,,,282.0612731,47.0854984
Kepler-197 d,Kepler-197,2014,Transit,15.677563,330.575,1.22,,295.2264739,50.5592348
Kepler-1203 b,Kepler-1203,2016,Transit,,317.022,1.216,,292.7734523,44.178088
KMT-2021-BLG-0171L b,KMT-2021-BLG-0171L,2022,Microlensing,,4600.0,,,269.2416667,-30.0930556
Kepler-495 b,Kepler-495,2016,Transit,3.413036353,658.924,,,285.9307362,39.0981201
Kepler-796 b,Kepler-796,2016,Transit,6.40087137,817.584,,,287.3078999,39.1447097
Kepler-394 d,Kepler-394,2021,Transit,5.61357653,1058.72,1.41,1165.0,296.3019792,50.6723115
Kepler-309 c,Kepler-309,2014,Transit,105.3585964,544.568,3.1,,297.5098911,46.9614121
Kepler-1365 c,Kepler-1365,2016,Transit,4.774692437,840.128,,,292.1996573,42.0459944
Kepler-1130 d,Kepler-1130,2021,Transit,4.27225316,249.343,0.639,,285.207421,45.384333
Kepler-241 c,Kepler-241,2014,Transit,36.0654289072,,,,292.9131121,41.0609786
Kepler-1907 c,Kepler-1907,2021,Transit,14.8638496,292.111,2.9,620.0,280.7085829,47.3279236
HD 101930 b,HD 101930,2005,Radial Velocity,70.46,30.0274,,,175.875608,-58.0053798
TOI-1338 b,TOI-1338 A,2020,Transit,95.4001,399.017,7.661,,92.1330955,-59.5409853
Kepler-162 c,Kepler-162,2014,Transit,19.44638698,855.641,3.28,681.0,297.2789115,43.7239693
HAT-P-37 b,HAT-P-37,2011,Transit,2.79747573594,390.594,12.01490883,1149.34,284.2960393,51.2691212
Kepler-435 b,Kepler-435,2015,Transit,8.6001554925,1418.77,,,292.2873012,43.1972542
Kepler-237 b,Kepler-237,2014,Transit,4.71510365,657.822,1.57,,283.2213438,40.421762
Kepler-1042 b,Kepler-1042,2016,Transit,10.13195,,2.41,634.0,288.6689428,39.8239935
Kepler-20 d,Kepler-20,2011,Transit,77.6114550544,282.563,,,287.6979913,42.3385782
Kepler-44 b,Kepler-44,2011,Transit,3.246732048,1188.0,,,300.1023512,45.7621918
Kepler-1596 b,Kepler-1596,2016,Transit,66.373298,2146.23,1.99,471.0,285.5575066,49.3300866
TOI-561 c,TOI-561,2020,Transit,10.778833,85.799,2.6584,791.0,148.1851516,6.216103
TOI-2447 b,TOI-2447,2024,Transit,69.33684,148.987,9.60609646,414.0,70.9975864,-31.9066369
Kepler-389 c,Kepler-389,2014,Transit,14.5123099,816.559,1.45,636.0,291.9600082,44.9000587
Kepler-822 b,Kepler-822,2016,Transit,3.222969273,860.391,1.52,1240.0,292.2760929,39.5501136
Kepler-778 b,Kepler-778,2016,Transit,3.75574267,938.168,,,287.4774867,44.2374702
Kepler-1310 b,Kepler-1310,2016,Transit,,569.185,1.353,,283.9200236,40.7400419
HATS-70 b,HATS-70,2019,Transit,1.8882378,1458.83,15.513256,2730.0,109.1045212,-31.2443947
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,2016,Microlensing,,860.0,,,272.019257,-29.7315826
Kepler-253 d,Kepler-253,2014,Transit,18.119869,838.595,3.17,,291.8419337,44.858124
Kepler-192 b,Kepler-192,2014,Transit,9.92672514,651.674,2.2,747.0,287.9179379,45.5928829
Kepler-1694 b,Kepler-1694,2020,Transit,3.895233,513.329,0.96,866.0,293.7936339,40.241023
Kepler-990 c,Kepler-990,2016,Transit,0.538354308,802.163,1.31,2233.0,297.9381813,46.8813194
TOI-833 b,TOI-833,2022,Transit,1.04188900271,41.7148,1.38903099,1033.92,145.645472,-62.4758857
Kepler-647 b,Kepler-647,2016,Transit,16.22547,1087.87,1.39,832.0,284.7882977,44.5916225
Kepler-260 b,Kepler-260,2014,Transit,8.1874109,627.365,2.21,,291.9259658,38.0140525
Kepler-989 b,Kepler-989,2016,Transit,7.96432425,491.978,,,281.5827983,47.2334674
Kepler-1061 b,Kepler-1061,2016,Transit,2.757977384,543.375,,,296.2300306,50.2752091
Kepler-1573 b,Kepler-1573,2016,Transit,2.61576515,1455.36,,,292.9883129,49.4849664
Kepler-417 c,Kepler-417,2014,Transit Timing Variations,15.94252637,973.989,,,293.8241813,42.779648
TOI-2537 c,TOI-2537,2024,Radial Velocity,1920.0,184.986,,123.1,54.3882661,10.0577464
Kepler-355 c,Kepler-355,2014,Transit,25.7628062429,1432.17,,,285.7994917,42.8117427
HD 136418 b,HD 136418,2009,Radial Velocity,464.3,105.168,,,229.7756438,41.732423
OGLE-TR-111 b,OGLE-TR-111,2004,Transit,,1068.33,,,163.324115,-61.4056976
Kepler-1066 b,Kepler-1066,2016,Transit,1.93155546,344.251,,,298.866621,46.5022325
Kepler-398 d,Kepler-398,2016,Transit,,177.355,1.039,,291.4688524,40.3437001
HD 117618 b,HD 117618,2004,Radial Velocity,25.827,37.7781,,,203.1066418,-47.2719049
Kepler-65 b,Kepler-65,2012,Transit,2.154909039,303.728,1.5,1726.0,288.6887221,41.1511076
Kepler-299 e,Kepler-299,2014,Transit,38.2860831998,1052.24,,,283.2070156,48.5805222
Kepler-811 b,Kepler-811,2016,Transit,23.58461,985.041,2.16,630.0,285.4241593,47.8345586
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,2020,Microlensing,,,,,269.693417,-27.6179444
Kepler-1077 b,Kepler-1077,2016,Transit,34.3511874,1101.42,2.64,576.0,291.0336333,42.2678448
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,2021,Microlensing,,800.0,,,271.915,-28.4852222
Kepler-695 b,Kepler-695,2016,Transit,3.04033046,842.947,8.99,1021.0,299.3160934,40.8223815
Kepler-1772 b,Kepler-1772,2021,Transit,3.21508917,871.564,,,289.4381201,39.2703594
Kepler-295 b,Kepler-295,2014,Transit,12.6450451,1699.19,1.45,741.0,285.3458383,45.3677754
HD 185269 b,HD 185269,2006,Radial Velocity,6.83776,51.9917,,,294.2987668,28.499514
HD 207832 b,HD 207832,2012,Radial Velocity,161.97,58.9291,,,328.1517893,-26.0271749
WASP-88 b,WASP-88,2014,Transit,4.954,523.756,19.0553,,309.5112337,-48.4620833
Kepler-373 b,Kepler-373,2014,Transit,5.53532955,1090.45,1.38,962.0,289.3879904,50.5970115
Kepler-1180 b,Kepler-1180,2016,Transit,16.85818,1596.8,1.77,780.0,295.8874773,43.1559952
Kepler-1864 b,Kepler-1864,2021,Transit,3.881501,298.894,0.61,1194.0,289.6867653,41.5889178
Kepler-9 c,Kepler-9,2010,Transit,38.9861,628.257,,,285.5739904,38.4008192
Kepler-495 b,Kepler-495,2016,Transit,3.413036221,658.924,4.55,986.0,285.9307362,39.0981201
Kepler-257 b,Kepler-257,2014,Transit,2.38265264,780.256,,,297.3159994,46.0232642
Kepler-1593 b,Kepler-1593,2016,Transit,174.510276,638.249,1.74,186.0,300.4882018,44.4606698
Kepler-1065 b,Kepler-1065,2016,Transit,,1122.48,3.64,,294.511319,38.7904648
Kepler-107 d,Kepler-107,2014,Transit,7.95825328,525.997,1.06,1074.0,297.028162,48.2086019
Kepler-1177 b,Kepler-1177,2016,Transit,106.247882,1299.97,,,286.6714813,49.4062964
TOI-5786 b,TOI-5786,2025,Transit,12.7791964,192.475,6.85813,1225.0,293.3223259,30.7042468
Kepler-1626 b,Kepler-1626,2016,Transit,4.13962966,1368.83,1.23,1339.0,296.5004384,40.7212069
Kepler-333 b,Kepler-333,2014,Transit,12.55111816,324.413,,,292.2861201,40.9135429
Kepler-1841 b,Kepler-1841,2021,Transit,25.886129,631.7,1.58,577.0,287.7069031,40.6852161
Kepler-618 b,Kepler-618,2016,Transit,,1221.96,2.423,,286.2498525,48.0609256
Kepler-763 c,Kepler-763,2023,Transit,4.09666758,962.459,1.39,943.0,292.1445534,47.1573604
Kepler-1604 b,Kepler-1604,2016,Transit,0.683684256,541.189,1.39,1612.0,285.4106549,44.4122318
HD 2952 b,HD 2952,2013,Radial Velocity,312.08,110.103,,,8.2938367,54.8948177
Kepler-35 b,Kepler-35,2011,Transit,131.458,1819.17,8.16,,294.496955,46.6896733
WASP-38 b,WASP-38,2010,Transit,6.8718897,136.24,,,243.9597194,10.0324103
